paulAguilar||||||Vitae gravida pharetra.|At certe gravius. Tuo vero id quidem, inquam, arbitratu. Quis Aristidem non mortuum diligit? Efficiens dici potest.
paulSilva||||||Feugiat diam ac?|Quid autem habent admirationis, cum prope accesseris? Quare attende, quaeso. In schola desinis. Restatis igitur vos; Mihi enim satis est, ipsis non satis. Tu quidem reddes; Illa tamen simplicia, vestra versuta. Quid vero?
paulRichards||||||Taciti odio senectus.|Ut pulsi recurrant? Maximus dolor, inquit, brevis est. Perge porro; Sed ad bona praeterita redeamus. Quonam modo? Proclivi currit oratio.
paulWillis||||||Congue odio aliquam.|Proclivi currit oratio. Erat enim Polemonis. Hic nihil fuit, quod quaereremus.
paulMatthews||||||Penatibus ac fusce.|Erat enim Polemonis. Sed virtutem ipsam inchoavit, nihil amplius. At certe gravius. Sed quid sentiat, non videtis. Minime vero istorum quidem, inquit. Huius, Lyco, oratione locuples, rebus ipsis ielunior. Nulla erit controversia.
paulChapman||||||Ut amet inceptos.|Sed plane dicit quod intellegit. Aliter enim nosmet ipsos nosse non possumus. Ita credo. Confecta res esset. Sed fortuna fortis;
paulLawrence||||||Mauris aliquam fusce.|Quonam, inquit, modo? Tubulo putas dicere? Quibus ego vehementer assentior. Tanta vis admonitionis inest in locis; Nihil sane. Non semper, inquam; Quis hoc dicit? Si quae forte-possumus.
paulGarza||||||Risus mollis, felis.|Vide, quaeso, rectumne sit. Cur iustitia laudatur? Optime, inquam. Quo tandem modo? Confecta res esset. Primum divisit ineleganter; Sed ego in hoc resisto;
paulVargas||||||Turpis sagittis orci.|Beatus sibi videtur esse moriens. Perge porro; Disserendi artem nullam habuit. An eiusdem modi? Sed residamus, inquit, si placet. Id mihi magnum videtur.
paulWatkins||||||Dapibus primis mattis.|Quae ista amicitia est? Sed vos squalidius, illorum vides quam niteat oratio. Simus igitur contenti his. Sequitur disserendi ratio cognitioque naturae; Audeo dicere, inquit. Tum Torquatus: Prorsus, inquit, assentior; Erat enim res aperta.
paulWheeler||||||Odio mattis fusce.|Tubulo putas dicere? Praeclare hoc quidem. Quid sequatur, quid repugnet, vident. Cur, nisi quod turpis oratio est? Venit ad extremum; Itaque ab his ordiamur.
paulLarson||||||Senectus sociis pretium.|Ita multa dicunt, quae vix intellegam. Sed fortuna fortis; Id enim natura desiderat. Aliter homines, aliter philosophos loqui putas oportere?
paulCarlson||||||Auctor hendrerit etiam.|Sed videbimus. Simus igitur contenti his. Zenonis est, inquam, hoc Stoici.
paulHarper||||||Dictum semper, praesent.|Nam Pyrrho, Aristo, Erillus iam diu abiecti. Sed residamus, inquit, si placet. Addidisti ad extremum etiam indoctum fuisse.
paulGeorge||||||Convallis natoque netus!|Minime vero istorum quidem, inquit. Non potes, nisi retexueris illa. Odium autem et invidiam facile vitabis. Idem iste, inquam, de voluptate quid sentit?
paulGreene||||||Lorem ligula molestie.|Venit ad extremum; Hunc vos beatum; Tubulo putas dicere? Tibi hoc incredibile, quod beatissimum.
paulBurke||||||Blandit cras gravida.|Beatum, inquit. Hoc sic expositum dissimile est superiori. Graece donan, Latine voluptatem vocant. Simus igitur contenti his. Non igitur bene. At eum nihili facit; Eademne, quae restincta siti? Si longus, levis dictata sunt. Egone quaeris, inquit, quid sentiam?
paulGuzman||||||Odio ligula donec.|Itaque ad tempus ad Pisonem omnes. Id enim natura desiderat.
paulMorrison||||||Sagittis sodales mollis.|Quonam modo? Quo tandem modo? Confecta res esset. Sed plane dicit quod intellegit. Restatis igitur vos; Is es profecto tu.
paulMunoz||||||Adipiscing bibendum facilisi.|An hoc usque quaque, aliter in vita? Eam stabilem appellas. Nihilo magis. Idemne, quod iucunde? Gerendus est mos, modo recte sentiat. Minime vero, inquit ille, consentit.
paulJacobs||||||Aenean mi lorem.|Stoici scilicet. Hic nihil fuit, quod quaereremus.
paulObrien||||||Lacus justo parturient.|Sed plane dicit quod intellegit. Praeclarae mortes sunt imperatoriae; Addidisti ad extremum etiam indoctum fuisse. Prioris generis est docilitas, memoria; Quid ergo? Si quae forte-possumus.
paulLawson||||||Primis nostra luctus!|Praeteritis, inquit, gaudeo. Iam contemni non poteris. Illa tamen simplicia, vestra versuta. Primum divisit ineleganter; Sed haec nihil sane ad rem; Sed plane dicit quod intellegit.
paulFranklin||||||Habitasse mattis sed.|Tria genera bonorum; Recte, inquit, intellegis.
paulLynch||||||Aliquet mus placerat.|An hoc usque quaque, aliter in vita? Haec dicuntur fortasse ieiunius; Omnes enim iucundum motum, quo sensus hilaretur. Cum praesertim illa perdiscere ludus esset. Negat esse eam, inquit, propter se expetendam. Non est ista, inquam, Piso, magna dissensio. Ita prorsus, inquam; Sed tamen intellego quid velit.
paulBishop||||||Adipiscing ut blandit.|Non est igitur voluptas bonum. Immo alio genere; Nos commodius agimus. Sic enim censent, oportunitatis esse beate vivere. Sequitur disserendi ratio cognitioque naturae; Sit enim idem caecus, debilis.
paulCarr||||||Dignissim mattis dapibus.|Illa tamen simplicia, vestra versuta. Huius, Lyco, oratione locuples, rebus ipsis ielunior. Haec dicuntur inconstantissime. Falli igitur possumus. Urgent tamen et nihil remittunt.
paulSalazar||||||Eget lobortis felis.|Scrupulum, inquam, abeunti; Iam contemni non poteris. Cui Tubuli nomen odio non est? Respondeat totidem verbis.
paulAustin||||||Hendrerit ut est.|Quis negat? Praeteritis, inquit, gaudeo. Frater et T.
paulMendez||||||Mauris curae; metus.|Primum divisit ineleganter; Ut pulsi recurrant? Summum a vobis bonum voluptas dicitur. At certe gravius. Recte, inquit, intellegis. Quae duo sunt, unum facit. Quid enim?
paulGilbert||||||Penatibus lorem scelerisque.|Quae duo sunt, unum facit. Equidem e Cn. Immo videri fortasse. Perge porro; Aliter enim explicari, quod quaeritur, non potest. Respondeat totidem verbis.
paulJensen||||||Ut posuere magna.|Apparet statim, quae sint officia, quae actiones. At multis malis affectus. Hoc ipsum elegantius poni meliusque potuit. An tu me de L. Sed ego in hoc resisto;
paulWilliamson||||||Ipsum diam eu.|Sed ad rem redeamus; Cui Tubuli nomen odio non est? Eam stabilem appellas.
paulMontgomery||||||Himenaeos at curae;.|Vestri haec verecundius, illi fortasse constantius. Tecum optime, deinde etiam cum mediocri amico. Invidiosum nomen est, infame, suspectum. Videsne quam sit magna dissensio? Restinguet citius, si ardentem acceperit. Quis istud, quaeso, nesciebat? Cur deinde Metrodori liberos commendas?
paulHarvey||||||Et imperdiet nostra.|Sit sane ista voluptas. Facillimum id quidem est, inquam. Sullae consulatum? Quorum altera prosunt, nocent altera. Esse enim, nisi eris, non potes. Et nemo nimium beatus est;
paulOliver||||||Quam, nisi convallis.|A mene tu? At coluit ipse amicitias. Haeret in salebra. Sed quid sentiat, non videtis.
paulHowell||||||Tristique quisque aptent?|Aufert enim sensus actionemque tollit omnem. Tum Torquatus: Prorsus, inquit, assentior; Sed tamen intellego quid velit. Age, inquies, ista parva sunt. Sed hoc sane concedamus.
paulDean||||||Diam volutpat cubilia.|Sit enim idem caecus, debilis. Equidem e Cn. Res enim concurrent contrariae. Hoc sic expositum dissimile est superiori. Quam ob rem tandem, inquit, non satisfacit? Sed fac ista esse non inportuna;
frankHanson||||||Montes nec varius!|Laboro autem non sine causa; Satis est ad hoc responsum. Hoc non est positum in nostra actione. Beatus sibi videtur esse moriens. Haeret in salebra. Audeo dicere, inquit. An eiusdem modi?
frankWeber||||||Cras vehicula nostra.|Nihil illinc huc pervenit. Sed plane dicit quod intellegit. Ut id aliis narrare gestiant? Hic nihil fuit, quod quaereremus. Itaque his sapiens semper vacabit. Magna laus.
frankGarrett||||||Nisi vulputate ullamcorper.|Sed quot homines, tot sententiae; Non quam nostram quidem, inquit Pomponius iocans; Vestri haec verecundius, illi fortasse constantius. Nunc agendum est subtilius. Quid ait Aristoteles reliquique Platonis alumni? Haec igitur Epicuri non probo, inquam.
frankSims||||||Imperdiet suspendisse adipiscing.|Nunc vides, quid faciat. Illa tamen simplicia, vestra versuta. Magna laus. Quippe: habes enim a rhetoribus;
frankBurton||||||Consequat torquent aptent!|Faceres tu quidem, Torquate, haec omnia; Ecce aliud simile dissimile. Que Manilium, ab iisque M. Hunc vos beatum; Polycratem Samium felicem appellabant. Aliter autem vobis placet. Invidiosum nomen est, infame, suspectum.
frankFuller||||||Eu ornare ac.|An eiusdem modi? Ut aliquid scire se gaudeant? Et nemo nimium beatus est; Erat enim Polemonis. Easdemne res? Certe, nisi voluptatem tanti aestimaretis. Quare conare, quaeso. Iam enim adesse poterit. Sed plane dicit quod intellegit.
frankSoto||||||Taciti dictumst, tempus.|Tollenda est atque extrahenda radicitus. Satis est ad hoc responsum. Illa tamen simplicia, vestra versuta. Sed ego in hoc resisto; Quae ista amicitia est? Ita nemo beato beatior.
frankMccoy||||||Eleifend nostra nam.|Verum hoc idem saepe faciamus. Sed fortuna fortis; Quid nunc honeste dicit? Age, inquies, ista parva sunt.
frankWelch||||||Praesent maecenas tortor.|At hoc in eo M. Audeo dicere, inquit. Deinde dolorem quem maximum? Iam enim adesse poterit. Compensabatur, inquit, cum summis doloribus laetitia. At iam decimum annum in spelunca iacet.
frankChen||||||Dapibus eu himenaeos.|Haec dicuntur fortasse ieiunius; Eadem fortitudinis ratio reperietur. An nisi populari fama? Mihi, inquam, qui te id ipsum rogavi? Summae mihi videtur inscitiae. A mene tu?
frankSchultz||||||Tristique potenti condimentum.|Immo alio genere; Quae cum essent dicta, discessimus. Haec para/doca illi, nos admirabilia dicamus. An nisi populari fama?
frankWalters||||||Felis porttitor lacinia!|Sed residamus, inquit, si placet. Hic ambiguo ludimur. An nisi populari fama? Invidiosum nomen est, infame, suspectum.
frankReid||||||Ante suspendisse quam.|Maximus dolor, inquit, brevis est. Immo alio genere; Bonum patria: miserum exilium. Nihilo beatiorem esse Metellum quam Regulum. Frater et T. Ita prorsus, inquam;
frankFields||||||Ornare habitasse viverra.|Urgent tamen et nihil remittunt. Honesta oratio, Socratica, Platonis etiam. Dicimus aliquem hilare vivere; Nulla erit controversia. Ostendit pedes et pectus. Quid iudicant sensus?
frankWalsh||||||Mattis justo habitant.|Is es profecto tu. Nihilo magis. Venit ad extremum; Praeteritis, inquit, gaudeo. Iam contemni non poteris. Oratio me istius philosophi non offendit; Aufert enim sensus actionemque tollit omnem.
frankLittle||||||Sit torquent, mattis.|Quis Aristidem non mortuum diligit? Venit ad extremum; Nunc haec primum fortasse audientis servire debemus. Ille incendat? Idem adhuc;
frankFowler||||||Natoque orci montes.|Ita credo. Qui est in parvis malis. Age sane, inquam.
frankBowman||||||Turpis fermentum purus.|Tu quidem reddes; Quod equidem non reprehendo;
frankDavidson||||||Vivamus, vivamus rhoncus.|Itaque his sapiens semper vacabit. Non semper, inquam; Hic nihil fuit, quod quaereremus. Certe non potest. Prave, nequiter, turpiter cenabat; Idem adhuc;
frankMay||||||In pretium, tincidunt.|Tum Torquatus: Prorsus, inquit, assentior; Si quicquam extra virtutem habeatur in bonis. Primum Theophrasti, Strato, physicum se voluit; Velut ego nunc moveor. Primum in nostrane potestate est, quid meminerimus? Frater et T.
frankDay||||||Natoque, aliquam nascetur!|Haec dicuntur inconstantissime. Non potes, nisi retexueris illa. Hunc vos beatum; Laboro autem non sine causa; Nunc agendum est subtilius. Urgent tamen et nihil remittunt.
frankSchneider||||||Torquent iaculis potenti.|Velut ego nunc moveor. Et nemo nimium beatus est; Quod quidem nobis non saepe contingit. Sint ista Graecorum;
frankNewman||||||Commodo ligula varius!|At certe gravius. At certe gravius. Haec dicuntur inconstantissime. Ego vero isti, inquam, permitto.
frankBrewer||||||Vehicula sagittis amet!|Cur post Tarentum ad Archytam? Primum divisit ineleganter; Qui est in parvis malis. Sed mehercule pergrata mihi oratio tua.
frankLucas||||||Eu laoreet leo.|Negare non possum. Pauca mutat vel plura sane; Praeclare hoc quidem. Ratio enim nostra consentit, pugnat oratio. Utram tandem linguam nescio? Quae sequuntur igitur? Rationis enim perfectio est virtus;
frankHolland||||||Est urna porttitor!|Falli igitur possumus. Sit sane ista voluptas.
frankWong||||||Vel et elit.|De quibus cupio scire quid sentias. Memini vero, inquam; Si longus, levis; Tum Torquatus: Prorsus, inquit, assentior;
frankBanks||||||Dui etiam felis.|Quod quidem iam fit etiam in Academia. Itaque ad tempus ad Pisonem omnes. Summae mihi videtur inscitiae. Quonam, inquit, modo? Ut pulsi recurrant? Venit ad extremum;
frankSantos||||||Nisi sapien nibh!|Ut pulsi recurrant? Scrupulum, inquam, abeunti; Certe, nisi voluptatem tanti aestimaretis. Pollicetur certe. Sed ad illum redeo. Maximus dolor, inquit, brevis est.
frankCurtis||||||Sociosqu mi himenaeos.|Itaque contra est, ac dicitis; Certe non potest. Quo modo? Sint ista Graecorum;
frankPearson||||||Feugiat faucibus egestas.|At hoc in eo M. Hoc tu nunc in illo probas. Nos cum te, M. Erat enim Polemonis. Ne discipulum abducam, times. Quibus ego vehementer assentior.
frankDelgado||||||Mattis proin euismod!|Quod totum contra est. Nos commodius agimus. Bonum patria: miserum exilium. Si id dicis, vicimus. Non autem hoc: igitur ne illud quidem. Si longus, levis.
frankValdez||||||Curabitur metus cursus.|Sedulo, inquam, faciam. Non semper, inquam; Et quidem, inquit, vehementer errat; Nunc de hominis summo bono quaeritur; Quis enim redargueret? Quam nemo umquam voluptatem appellavit, appellat;
frankPena||||||Curabitur dis hendrerit.|Aliter homines, aliter philosophos loqui putas oportere? Egone quaeris, inquit, quid sentiam? Si longus, levis. Contemnit enim disserendi elegantiam, confuse loquitur. Sint ista Graecorum; Etiam beatissimum?
frankRios||||||Nam nisi malesuada?|Age, inquies, ista parva sunt. Tum Torquatus: Prorsus, inquit, assentior; Si longus, levis. Ut pulsi recurrant? Facillimum id quidem est, inquam.
frankDouglas||||||Fames egestas himenaeos.|Quod totum contra est. Frater et T.
frankSandoval||||||Nostra torquent habitasse?|Memini me adesse P. Nullus est igitur cuiusquam dies natalis. Quid adiuvas? Avaritiamne minuis? Et quidem, inquit, vehementer errat; Igitur ne dolorem quidem.
frankBarrett||||||Ad conubia porta.|Nemo igitur esse beatus potest. Efficiens dici potest. Audeo dicere, inquit. Tubulo putas dicere?
frankHopkins||||||Nunc condimentum quis.|Maximus dolor, inquit, brevis est. In schola desinis. Quid iudicant sensus? Sequitur disserendi ratio cognitioque naturae; Quare conare, quaeso.
frankKeller||||||Duis nisi elementum!|Non igitur bene. Ad eos igitur converte te, quaeso.
frankGuerrero||||||Molestie dis sociis.|Quo modo autem philosophus loquitur? Maximus dolor, inquit, brevis est. Ille incendat? Confecta res esset. Videsne, ut haec concinant? Nam quid possumus facere melius? Vide, quantum, inquam, fallare, Torquate.
frankStanley||||||Est vehicula a!|Falli igitur possumus. Ergo, inquit, tibi Q. Sint ista Graecorum; Traditur, inquit, ab Epicuro ratio neglegendi doloris. Urgent tamen et nihil remittunt. Nam Pyrrho, Aristo, Erillus iam diu abiecti.
frankBates||||||Semper enim dictumst?|Erat enim res aperta. Quo studio Aristophanem putamus aetatem in litteris duxisse?
frankAlvarado||||||Nulla ultrices ac.|Quis enim redargueret? Praeteritis, inquit, gaudeo. Bestiarum vero nullum iudicium puto. Age, inquies, ista parva sunt. Sed ego in hoc resisto; Itaque ad tempus ad Pisonem omnes.
frankBeck||||||Penatibus per, scelerisque.|Quae sequuntur igitur? Praeteritis, inquit, gaudeo. Sedulo, inquam, faciam. Age sane, inquam. Pugnant Stoici cum Peripateticis. Non autem hoc: igitur ne illud quidem.
frankOrtega||||||At id lobortis?|Quis hoc dicit? Ita credo. Minime vero, inquit ille, consentit. Quae duo sunt, unum facit.
frankWade||||||Pellentesque posuere curabitur!|Quid iudicant sensus? Utilitatis causa amicitia est quaesita. Frater et T.
frankEstrada||||||Etiam placerat lobortis.|Sed ego in hoc resisto; Quis istud, quaeso, nesciebat? A mene tu? Quae sequuntur igitur? Esse enim, nisi eris, non potes. Tria genera bonorum;
frankContreras||||||Fusce litora; magnis.|Est, ut dicis, inquam. Scrupulum, inquam, abeunti; Ut aliquid scire se gaudeant? Graece donan, Latine voluptatem vocant.
frankBarnett||||||Laoreet purus senectus!|Haec dicuntur inconstantissime. Cur id non ita fit? At certe gravius. Neutrum vero, inquit ille. An nisi populari fama? Omnes enim iucundum motum, quo sensus hilaretur. Quod ea non occurrentia fingunt, vincunt Aristonem; Utilitatis causa amicitia est quaesita.
frankCaldwell||||||Et curabitur mus.|In schola desinis. Itaque his sapiens semper vacabit. Quis istud, quaeso, nesciebat? Erat enim res aperta. Erat enim Polemonis. Tria genera bonorum;
frankSantiago||||||Lobortis tempor a.|At ille pellit, qui permulcet sensum voluptate. At enim hic etiam dolore. Reguli reiciendam; Eademne, quae restincta siti? De vacuitate doloris eadem sententia erit.
frankLambert||||||Amet aliquet eu?|Id est enim, de quo quaerimus. Si longus, levis; Sint ista Graecorum; Quae cum essent dicta, discessimus. Quare attende, quaeso. Dicimus aliquem hilare vivere;
frankPowers||||||Non, odio dapibus.|Sed potestne rerum maior esse dissensio? Inde igitur, inquit, ordiendum est. Sed nimis multa. Iam in altera philosophiae parte. Age, inquies, ista parva sunt.
frankChambers||||||Netus conubia hendrerit!|Tum Triarius: Posthac quidem, inquit, audacius. Venit ad extremum; Ut id aliis narrare gestiant? Velut ego nunc moveor. Istic sum, inquit. Rationis enim perfectio est virtus;
frankNunez||||||Porta dui arcu.|Qui convenit? Tu quidem reddes; Nam ante Aristippus, et ille melius. An eiusdem modi? Maximus dolor, inquit, brevis est. Sed residamus, inquit, si placet. Ea possunt paria non esse. Id est enim, de quo quaerimus.
frankCraig||||||Nam montes arcu.|Idemne, quod iucunde? Ille enim occurrentia nescio quae comminiscebatur;
frankLeonard||||||Convallis mattis ultricies.|Tum Torquatus: Prorsus, inquit, assentior; An nisi populari fama? Est enim effectrix multarum et magnarum voluptatum. Comprehensum, quod cognitum non habet? A mene tu? Quid censes in Latino fore?
frankLowe||||||Sodales gravida eros.|Restatis igitur vos; Aliter autem vobis placet. Quid sequatur, quid repugnet, vident. Si longus, levis.
frankRhodes||||||Ut potenti penatibus.|Maximus dolor, inquit, brevis est. Cur deinde Metrodori liberos commendas? Est, ut dicis, inquit; Zenonis est, inquam, hoc Stoici. Idemne, quod iucunde? Tria genera bonorum;
frankByrd||||||Aenean porta neque.|Primum Theophrasti, Strato, physicum se voluit; Sequitur disserendi ratio cognitioque naturae; Tenent mordicus. A mene tu?
frankGregory||||||Nibh tristique fermentum.|Bonum patria: miserum exilium. Si quae forte-possumus.
frankShelton||||||Curabitur non porttitor.|Sed fortuna fortis; Deprehensus omnem poenam contemnet. Tubulo putas dicere? Haeret in salebra.
frankFrazier||||||Vehicula ac nulla.|A mene tu? Rationis enim perfectio est virtus;
frankBecker||||||Donec tellus nostra!|Graece donan, Latine voluptatem vocant. Memini vero, inquam; Quid iudicant sensus?
frankMaldonado||||||Quam interdum fusce.|Sed nimis multa. Tamen a proposito, inquam, aberramus. Quae similitudo in genere etiam humano apparet. Stoici scilicet. Qui convenit?
frankFleming||||||Vitae turpis eget?|Quod totum contra est. Eam stabilem appellas. Igitur ne dolorem quidem. Summum a vobis bonum voluptas dicitur. Bonum incolumis acies: misera caecitas. A mene tu?
frankVega||||||Per suspendisse conubia.|Quae sequuntur igitur? Addidisti ad extremum etiam indoctum fuisse. Si quae forte-possumus.
frankSutton||||||Placerat mus porttitor.|Ita credo. Cur iustitia laudatur? Easdemne res? Tubulo putas dicere?
frankCohen||||||Mollis, class inceptos.|Duo enim genera quae erant, fecit tria. Tibi hoc incredibile, quod beatissimum. In schola desinis. Nos commodius agimus.
frankJennings||||||Neque conubia aliquam.|Quid sequatur, quid repugnet, vident. Tibi hoc incredibile, quod beatissimum.
frankParks||||||Suspendisse pretium ut.|Restatis igitur vos; Polycratem Samium felicem appellabant. Quid censes in Latino fore? Minime vero istorum quidem, inquit. Audeo dicere, inquit. Memini vero, inquam; ALIO MODO. At certe gravius.
frankMcdaniel||||||Aptent nascetur lacus.|Nulla erit controversia. In schola desinis. Sed haec in pueris; Sint ista Graecorum;
frankWatts||||||Auctor penatibus cursus.|Non potes, nisi retexueris illa. Non est ista, inquam, Piso, magna dissensio. Sint modo partes vitae beatae. Quorum altera prosunt, nocent altera. Primum divisit ineleganter;
frankBarker||||||Duis vivamus cubilia.|Eam stabilem appellas. Sit enim idem caecus, debilis. At enim hic etiam dolore. Respondeat totidem verbis. Tu quidem reddes; Recte dicis;
frankNorris||||||Ligula eget aliquam.|Tum mihi Piso: Quid ergo? Facillimum id quidem est, inquam. Cave putes quicquam esse verius. Tum mihi Piso: Quid ergo? At enim hic etiam dolore. Quid sequatur, quid repugnet, vident.
frankVaughn||||||Nisi ultricies facilisi.|Certe, nisi voluptatem tanti aestimaretis. Falli igitur possumus. Sed fac ista esse non inportuna; Efficiens dici potest.
frankVazquez||||||Nunc curabitur leo.|Is es profecto tu. Certe non potest. Omnia contraria, quos etiam insanos esse vultis. Videsne quam sit magna dissensio? Quid sequatur, quid repugnet, vident. Sint modo partes vitae beatae.
frankHolt||||||Lobortis nulla faucibus.|Eadem fortitudinis ratio reperietur. An tu me de L. Prioris generis est docilitas, memoria; Quibusnam praeteritis? De quibus cupio scire quid sentias.
frankSchwartz||||||Convallis ultrices ullamcorper.|Si quidem, inquit, tollerem, sed relinquo. Itaque fecimus. Cui Tubuli nomen odio non est? Non est igitur summum malum dolor. Cur iustitia laudatur? Deinde dolorem quem maximum? Quis istud possit, inquit, negare? Primum divisit ineleganter;
frankSteele||||||Quisque orci arcu.|Sed fortuna fortis; Tria genera bonorum; Etiam beatissimum? Nulla erit controversia. Certe non potest. Age sane, inquam.
frankBenson||||||Aptent integer a.|Pauca mutat vel plura sane; Verum hoc idem saepe faciamus. Oratio me istius philosophi non offendit; Quid me istud rogas?
frankNeal||||||Et id maecenas.|Sed ad rem redeamus; Sic enim censent, oportunitatis esse beate vivere. Ego vero isti, inquam, permitto. Dici enim nihil potest verius. Pollicetur certe. Nonne igitur tibi videntur, inquit, mala?
frankDominguez||||||Orci dui dapibus.|Haec igitur Epicuri non probo, inquam. Si longus, levis dictata sunt. Quod totum contra est. Non est ista, inquam, Piso, magna dissensio. Quae diligentissime contra Aristonem dicuntur a Chryippo. Si id dicis, vicimus.
frankHorton||||||Posuere tempus mi.|Ut id aliis narrare gestiant? Quid adiuvas?
frankTerry||||||Morbi metus massa.|Quod ea non occurrentia fingunt, vincunt Aristonem; Bonum patria: miserum exilium. Invidiosum nomen est, infame, suspectum.
frankWolfe||||||Laoreet mollis fermentum.|Quonam, inquit, modo? Et nemo nimium beatus est; Occultum facinus esse potuerit, gaudebit; Si longus, levis dictata sunt. At multis malis affectus.
frankHale||||||Scelerisque vulputate bibendum.|Tecum optime, deinde etiam cum mediocri amico. Refert tamen, quo modo. In schola desinis. Tanta vis admonitionis inest in locis; Poterat autem inpune;
frankLyons||||||Curabitur sagittis consectetur?|Occultum facinus esse potuerit, gaudebit; Proclivi currit oratio.
frankGraves||||||Egestas magnis elit.|Non semper, inquam; Iam contemni non poteris. Quid igitur, inquit, eos responsuros putas? At coluit ipse amicitias. Si longus, levis; Non laboro, inquit, de nomine.
frankHaynes||||||Integer varius placerat.|Deprehensus omnem poenam contemnet. Quis enim redargueret? Sed quod proximum fuit non vidit. Multoque hoc melius nos veriusque quam Stoici. Quam si explicavisset, non tam haesitaret. Sed ego in hoc resisto;
frankMiles||||||Integer, euismod feugiat.|Quo modo autem philosophus loquitur? At coluit ipse amicitias. Nunc de hominis summo bono quaeritur; Summum a vobis bonum voluptas dicitur. Tanta vis admonitionis inest in locis; In schola desinis. Honesta oratio, Socratica, Platonis etiam. Certe, nisi voluptatem tanti aestimaretis.
frankPark||||||Justo velit tincidunt.|Bonum incolumis acies: misera caecitas. Cave putes quicquam esse verius. Quae duo sunt, unum facit. Hic nihil fuit, quod quaereremus. Non semper, inquam; Quae sequuntur igitur? Haeret in salebra.
frankWarner||||||Class mattis arcu.|Huius, Lyco, oratione locuples, rebus ipsis ielunior. Ut pulsi recurrant? Sed quid sentiat, non videtis. Quo igitur, inquit, modo? Quis non odit sordidos, vanos, leves, futtiles? Quis est tam dissimile homini. Ille incendat? At multis se probavit.
frankPadilla||||||Nisi est vivamus.|Istic sum, inquit. Beatum, inquit. Quod cum dixissent, ille contra. Bonum valitudo: miser morbus. Videsne quam sit magna dissensio? Negare non possum.
frankBush||||||Blandit tristique porttitor.|Cur iustitia laudatur? Polycratem Samium felicem appellabant. Quod totum contra est. Sed haec in pueris; Nemo igitur esse beatus potest. An tu me de L. Cur id non ita fit?
frankThornton||||||Sagittis leo dui.|Polycratem Samium felicem appellabant. Egone quaeris, inquit, quid sentiam? Cur haec eadem Democritus? Nos commodius agimus.
frankMccarthy||||||Dictum nibh sed!|Quid est enim aliud esse versutum? Inquit, dasne adolescenti veniam? Quis est tam dissimile homini. Age sane, inquam. Negat esse eam, inquit, propter se expetendam. Quo tandem modo?
frankMann||||||In hac nulla.|Aliter homines, aliter philosophos loqui putas oportere? Facillimum id quidem est, inquam. Dat enim intervalla et relaxat. Gerendus est mos, modo recte sentiat.
frankZimmerman||||||Duis, eu scelerisque.|Quid adiuvas? At certe gravius. A mene tu? Id mihi magnum videtur.
frankErickson||||||Suscipit eleifend dis.|Itaque hic ipse iam pridem est reiectus; Equidem e Cn. Quis est tam dissimile homini. Utilitatis causa amicitia est quaesita. Dat enim intervalla et relaxat.
frankFletcher||||||Nisi netus eu.|Si quae forte-possumus. Collatio igitur ista te nihil iuvat. Utilitatis causa amicitia est quaesita. Primum divisit ineleganter;
frankMckinney||||||Vitae himenaeos potenti.|In schola desinis. Simus igitur contenti his. Quae duo sunt, unum facit. Si longus, levis. Fortemne possumus dicere eundem illum Torquatum? Cur id non ita fit? Sed haec omittamus; Eaedem res maneant alio modo.
frankPage||||||Donec rhoncus suscipit.|Sed ille, ut dixi, vitiose. Videsne quam sit magna dissensio? Cur iustitia laudatur? Haec dicuntur fortasse ieiunius; Idem adhuc; Quis hoc dicit?
frankDawson||||||Pharetra vulputate mattis.|Is es profecto tu. Quid enim? Ego vero isti, inquam, permitto. Cave putes quicquam esse verius. Quis istud, quaeso, nesciebat? Venit ad extremum;
frankJoseph||||||Arcu nascetur ridiculus.|Quare conare, quaeso. Nescio quo modo praetervolavit oratio. Verum hoc idem saepe faciamus. Tu vero, inquam, ducas licet, si sequetur; Quare conare, quaeso. Refert tamen, quo modo. Numquam facies. Illi enim inter se dissentiunt.
frankMarquez||||||Cum cum elementum.|Quae contraria sunt his, malane? Nos cum te, M. Istic sum, inquit. Praeteritis, inquit, gaudeo.
frankReeves||||||Vulputate, curae; netus?|Equidem e Cn. Non risu potius quam oratione eiciendum?
frankKlein||||||Mollis sociosqu urna.|Sic enim censent, oportunitatis esse beate vivere. Tollenda est atque extrahenda radicitus. Tum ille: Ain tandem?
frankEspinoza||||||Varius himenaeos lacus.|Nonne igitur tibi videntur, inquit, mala? Certe non potest. Quo modo autem philosophus loquitur?
frankBaldwin||||||Dolor ipsum sociis.|Utram tandem linguam nescio? At multis malis affectus. Reguli reiciendam; Quare attende, quaeso. Satis est ad hoc responsum. Ut pulsi recurrant? At enim hic etiam dolore.
frankMoran||||||Proin turpis ipsum.|At multis malis affectus. Sic consequentibus vestris sublatis prima tolluntur. Qualem igitur hominem natura inchoavit? Quo modo autem philosophus loquitur?
frankLove||||||Justo venenatis aenean.|Quonam, inquit, modo? Qualem igitur hominem natura inchoavit? Nescio quo modo praetervolavit oratio. At multis se probavit.
frankRobbins||||||Vulputate himenaeos commodo.|Tubulo putas dicere? Quam ob rem tandem, inquit, non satisfacit?
frankHiggins||||||Himenaeos posuere massa.|Apparet statim, quae sint officia, quae actiones. At eum nihili facit;
